product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
Aisle,No,Yes,800,Utility Abstract Print T-Shirt Stone,38.99,Jackets,Man,Summer,Cotton,Turkey,Medium,31192.0
Front of Store,No,No,1008,Cropped Padded Corduroy Overshirt Sky Blue,28.99,Sweaters,Woman,Winter,Polyester,India,Medium,29221.92
Aisle,Yes,Yes,1488,Utility Contrasting Collar Jacket Sand,29.95,Jackets,Woman,Autumn,Polyester,Turkey,Medium,44565.6
Aisle,No,Yes,877,Cropped Cotton Overshirt,52.0,Jackets,Woman,Winter,Cotton,China,High,45604.0
Front of Store,No,No,983,Slim Knit Sweater With Piping Burgundy,35.95,Jackets,Woman,Autumn,Acrylic,Turkey,Medium,35338.850000000006
Front of Store,Yes,No,1570,Knit Ripped Denim Jacket Navy,14.95,Shoes,Woman,Summer,Acrylic,Morocco,Low,23471.5
Aisle,Yes,Yes,1514,Raised Text T-Shirt Limited Edition Taupe,32.99,Jackets,Woman,Summer,Cotton,Portugal,Medium,49946.86
Aisle,No,No,804,Quilted Striped Crop Knit Sweater Sand,79.99,Shoes,Woman,Autumn,Wool,Morocco,Premium,64311.96
End-cap,Yes,Yes,1490,Knit Abstract Print Knit T-Shirt Brown,14.95,Jackets,Man,Summer,Cotton,Pakistan,Low,22275.5
End-cap,Yes,No,1338,Double-Breasted Basic 100% Wool Sweater Taupe,70.95,Jackets,Woman,Winter,Wool Blend,Bangladesh,High,94931.1
Aisle,No,No,966,Textured Faux Leather Puffer Jacket Burgundy,39.99,Jackets,Woman,Autumn,Wool,China,Medium,38630.340000000004
End-cap,No,Yes,1015,Ribbed Semi-Sheer Knit Shirt Limited Edition White,32.99,Sweaters,Woman,Winter,Polyester,Bangladesh,Medium,33484.85
End-cap,No,No,953,Quilted Denim Bomber Jacket Beige,29.99,Jackets,Woman,Autumn,Denim,India,Medium,28580.469999999998
End-cap,No,No,1033,Stretch Semi-Sheer Knit Shirt Limited Edition Beige,21.99,Jackets,Woman,Summer,Linen Blend,Argentina,Low,22715.67
End-cap,No,Yes,938,Ribbed Chunky Sole Canvas Lace-Up Boots White,32.95,T-shirts,Man,Summer,Cotton,Morocco,Medium,30907.100000000002
End-cap,Yes,No,1364,Textured Purl Knit Sweater Sand,13.99,Jackets,Woman,Autumn,Wool,Brazil,Low,19082.36
Aisle,Yes,Yes,1439,Utility Herringbone Textured Jacket Ivory,32.95,Jackets,Woman,Spring,Polyester,India,Medium,47415.05
Front of Store,No,Yes,978,Faux Shearling Lined Suede Boots Brown,31.95,T-shirts,Woman,Winter,Denim,China,Medium,31247.1
Aisle,No,No,951,Relaxed Textured Jacket Grey,19.99,Shoes,Woman,Autumn,Polyester,Turkey,Low,19010.489999999998
End-cap,No,Yes,944,Suit Jacket In 100% Linen Black,29.95,Shoes,Man,Spring,Cotton,Bangladesh,Medium,28272.8
End-cap,No,No,1100,Stretch Pleated Wide Fit Jeans Grey,25.95,Jackets,Woman,Winter,Denim,Bangladesh,Medium,28545.0
End-cap,No,Yes,640,High-Waist Padded Corduroy Overshirt Black,89.99,Jackets,Man,Autumn,Polyester,Morocco,Premium,57593.6
Aisle,No,No,724,Ribbed Pocket Denim Jacket Sky Blue,127.95,Shoes,Woman,Winter,Polyester,Turkey,Premium,92635.8
Aisle,Yes,Yes,1422,Double-Breasted Multipiece Sneakers Khaki,17.99,Sweaters,Woman,Autumn,Wool,Morocco,Low,25581.78
Front of Store,No,Yes,840,Quilted Text T-Shirt Sky Blue,49.99,Sweaters,Woman,Spring,Cotton,Portugal,Medium,41991.6
End-cap,Yes,No,1692,Slim Suit Jacket In 100% Linen White,35.0,Jeans,Woman,Summer,Cotton,Bangladesh,Medium,59220.0
End-cap,Yes,No,1211,Slim Lightweight Bomber Jacket Sand,63.99,Jackets,Woman,Autumn,Cotton,Bangladesh,High,77491.89
End-cap,Yes,Yes,1627,Satin Cashmere Blend Knit Sweater Black,13.99,Sweaters,Woman,Winter,Wool Blend,Brazil,Low,22761.73
End-cap,No,Yes,815,Belted Alpaca Blend Open Knit Sweater Ecru,19.99,Jackets,Woman,Spring,Linen,Turkey,Low,16291.849999999999
End-cap,Yes,Yes,1511,Cropped Waxed Effect Plaid Jacket Khaki,62.99,Jackets,Woman,Summer,Linen Blend,India,High,95177.89
Aisle,Yes,Yes,1338,Abstract Print T-Shirt Charcoal,89.95,Jackets,Woman,Spring,Cotton,Spain,Premium,120353.1
End-cap,No,Yes,868,Ribbed Textured Denim Jacket Limited Edition Ecru,45.99,Sweaters,Man,Autumn,Cotton,Turkey,Medium,39919.32
Aisle,Yes,Yes,1579,Satin Basic Medium Weight T-Shirt Burgundy,24.95,Jackets,Woman,Summer,Linen,Bangladesh,Low,39396.049999999996
Front of Store,Yes,No,1372,100% Linen Overshirt Beige,52.95,Shoes,Woman,Spring,Linen Blend,Cambodia,High,72647.40000000001
Aisle,Yes,Yes,1240,Stretch Jacquard Denim Jacket Khaki,53.99,Jackets,Man,Winter,Cotton,China,High,66947.6
End-cap,No,No,673,Embroidered Textured Jacket Brown,126.99,Jackets,Man,Winter,Wool,Portugal,Premium,85464.26999999999
End-cap,Yes,No,1266,Embroidered Asymmetric Cropped Knit Sweater Sky Blue,51.99,Shoes,Woman,Autumn,Wool Blend,Portugal,High,65819.34
Aisle,Yes,Yes,1360,Structured Tassel Leather Loafers Ecru,47.95,Jackets,Woman,Autumn,Cotton,Bangladesh,Medium,65212.00000000001
Front of Store,No,No,930,Structured Suit Jacket Beige,21.95,Shoes,Woman,Winter,Wool,China,Low,20413.5
Aisle,No,Yes,877,Relaxed Flared Fit Cargo Jeans Khaki,17.99,Jackets,Man,Summer,Denim,Turkey,Low,15777.229999999998
Aisle,Yes,Yes,1383,Textured Text T-Shirt,55.99,Jackets,Woman,Spring,Linen,Spain,High,77434.17
Aisle,No,Yes,1003,Belted Denim Shirt Khaki,15.99,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Low,16037.97
Aisle,Yes,No,1310,Stretch Contrast Jacquard Jacket Sand,80.95,Sweaters,Woman,Autumn,Cotton,China,Premium,106044.5
Aisle,Yes,No,1563,Cropped Abstract Print Knit T-Shirt Burgundy,64.99,Jackets,Woman,Summer,Linen,Brazil,High,101579.37
Front of Store,Yes,No,1165,Utility Double Faced Jacket Ecru,38.0,Sweaters,Man,Autumn,Wool Blend,Bangladesh,Medium,44270.0
Aisle,Yes,Yes,1525,Double-Breasted Washed Technical Jacket Black,23.99,Shoes,Woman,Spring,Viscose,Morocco,Low,36584.75
Aisle,No,Yes,769,Quilted Slim Fit Suit Jacket White,79.99,Sweaters,Woman,Spring,Wool Blend,Turkey,Premium,61512.31
Front of Store,Yes,No,1289,Cropped Technical Overshirt Beige,15.99,Shoes,Man,Autumn,Polyester,Vietnam,Low,20611.11
Front of Store,Yes,Yes,1752,Chunky Sole Canvas Lace-Up Boots Sky Blue,16.95,Jackets,Woman,Summer,Linen Blend,India,Low,29696.399999999998
Aisle,No,Yes,898,Tailored Abstract Print Knit T-Shirt Charcoal,49.0,Sweaters,Woman,Spring,Linen,China,Medium,44002.0
Aisle,No,No,913,Oversized Basic Knit Sweater,44.95,Shoes,Man,Winter,Acrylic,Morocco,Medium,41039.350000000006
Aisle,No,No,826,Embroidered Printed Denim Overshirt Navy,59.99,Jackets,Woman,Spring,Linen,Turkey,High,49551.740000000005
End-cap,No,No,932,Stretch Embroidered Forest Jacket Olive,21.99,T-shirts,Woman,Winter,Wool,Spain,Low,20494.68
Aisle,Yes,Yes,1723,Structured Ribbed Knit T-Shirt,24.99,Jackets,Woman,Summer,Cotton,Portugal,Low,43057.77
Aisle,No,No,818,Faux Shearling Lined Suede Boots Burgundy #3,29.99,Jackets,Man,Spring,Linen Blend,Bangladesh,Medium,24531.82
End-cap,No,No,736,Jacquard Denim Jacket Stone,35.0,Jackets,Man,Autumn,Cotton,Portugal,Medium,25760.0
End-cap,Yes,Yes,1372,Linen Washed Effect Bomber Jacket Ivory,29.95,Jeans,Man,Spring,Linen,China,Medium,41091.4
End-cap,No,No,880,Ribbed Knit Sweater With Pearls Charcoal,21.99,T-shirts,Man,Summer,Wool,Portugal,Low,19351.199999999997
Front of Store,Yes,Yes,1509,Knit Contrast Sole Leather Sneakers Black,20.99,Sweaters,Man,Winter,Wool,Bangladesh,Low,31673.909999999996
Aisle,No,Yes,786,Pleated Washed Effect Bomber Jacket Sand,49.99,Jackets,Woman,Spring,Polyester,Bangladesh,Medium,39292.14
Aisle,No,Yes,932,Knit Knit Sweater With Piping,19.0,Jackets,Woman,Autumn,Wool Blend,Portugal,Low,17708.0
Front of Store,No,No,726,Pleated Soft Jewel Sweater Navy,79.99,Jackets,Man,Autumn,Wool Blend,Pakistan,Premium,58072.74
Front of Store,Yes,Yes,1376,Satin Embroidered Forest Jacket Sand,17.95,Jeans,Man,Autumn,Cotton,Portugal,Low,24699.2
Aisle,Yes,No,1258,Relaxed Mixed Collar Waxed Jacket Charcoal,35.99,Jackets,Man,Spring,Linen,Portugal,Medium,45275.420000000006
Front of Store,Yes,Yes,1614,Double-Breasted Retro High Top Sneakers Brown,12.99,Sweaters,Woman,Spring,Linen,China,Low,20965.86
Aisle,Yes,Yes,1431,Slim Jacquard Denim Jacket Sky Blue,47.95,Sweaters,Woman,Autumn,Cotton,Bangladesh,Medium,68616.45
End-cap,Yes,Yes,1417,Faux Shearling Plaid Jacket,39.0,Jackets,Woman,Spring,Viscose,Spain,Medium,55263.0
Aisle,No,No,1016,High-Waist Puffer Jacket With Pouch Pocket Navy,24.0,Jackets,Woman,Winter,Wool Blend,Bangladesh,Low,24384.0
Aisle,No,No,787,Linen Mixed Collar Waxed Jacket Brown,131.95,Jeans,Woman,Summer,Linen,Portugal,Premium,103844.65
Front of Store,No,No,831,Double Faced Jacket Beige,59.95,Jackets,Woman,Autumn,Denim,Bangladesh,High,49818.450000000004
Front of Store,Yes,Yes,1320,Double-Breasted Contrasting Patches Hooded Jacket Charcoal,42.99,Jackets,Woman,Autumn,Viscose,India,Medium,56746.8
End-cap,Yes,No,1510,Belted Hooded Denim Jacket Navy,15.99,Jackets,Woman,Autumn,Denim,Turkey,Low,24144.9
Front of Store,No,Yes,1051,Cropped Viscose Blend Knit T-Shirt White,49.99,Jackets,Woman,Summer,Linen,Bangladesh,Medium,52539.490000000005
End-cap,No,Yes,946,Slim Striped Textured Overshirt Olive,39.0,Sweaters,Woman,Summer,Linen,Bangladesh,Medium,36894.0
End-cap,Yes,Yes,1535,High-Waist Textured Weave Overshirt Navy,45.0,T-shirts,Woman,Winter,Viscose,Turkey,Medium,69075.0
End-cap,Yes,No,1687,Double-Breasted Oversize Fit T-Shirt Beige,43.99,Jackets,Woman,Summer,Cotton,Morocco,Medium,74211.13
End-cap,Yes,No,1405,Utility Oversized Cropped Jacket Limited Edition Olive,20.99,Shoes,Man,Autumn,Wool Blend,Brazil,Low,29490.949999999997
Front of Store,Yes,Yes,1434,Quilted Faux Suede Jacket Olive,42.99,Jackets,Woman,Autumn,Polyester,India,Medium,61647.66
Front of Store,Yes,Yes,1493,Satin 100% Linen Overshirt White,30.99,Jackets,Woman,Summer,Linen,China,Medium,46268.07
Front of Store,Yes,Yes,1312,High-Waist Faux Suede Bomber Jacket White,24.99,Jackets,Man,Spring,Cotton,Bangladesh,Low,32786.88
End-cap,Yes,Yes,1091,Chunky Sole Canvas Lace-Up Boots White,80.99,Jackets,Man,Autumn,Cotton,Bangladesh,Premium,88360.09
Front of Store,No,Yes,955,Double-Breasted Contrast Jacquard Jacket Brown,55.99,Sweaters,Woman,Winter,Wool Blend,Morocco,High,53470.450000000004
Aisle,No,No,773,Belted Chunky Sole High Top Sneakers Brown,39.99,Jackets,Man,Autumn,Acrylic,Spain,Medium,30912.27
End-cap,Yes,Yes,1388,Hiking Boots Navy,34.99,Shoes,Woman,Spring,Polyester,China,Medium,48566.12
Front of Store,Yes,No,1207,Pleated Suede Sneakers Brown,59.95,Sweaters,Woman,Spring,Polyester,China,High,72359.65000000001
End-cap,No,No,857,Relaxed Suede Strap Sandals Ecru,35.95,Jackets,Woman,Spring,Wool Blend,Bangladesh,Medium,30809.15
Front of Store,No,No,897,Structured Textured Pocket Jacket Brown,39.99,Sweaters,Woman,Spring,Cotton,China,Medium,35871.03
End-cap,No,No,781,Textured Baggy Fit Jeans Khaki,39.95,Jackets,Man,Autumn,Cotton,China,Medium,31200.95
End-cap,No,No,937,Slim Knit Sweater With Buttons Beige,33.99,Jackets,Woman,Winter,Polyester,Pakistan,Medium,31848.63
End-cap,No,Yes,843,High-Waist Faux Leather Oversized Jacket Limited Edition Olive,35.99,Jackets,Woman,Autumn,Cotton,Turkey,Medium,30339.570000000003
Aisle,Yes,No,1355,Regular Chunky Sneakers Beige,26.95,Sweaters,Woman,Spring,Polyester,Pakistan,Medium,36517.25
Aisle,No,Yes,939,Oversized Bomber Jacket Navy,32.95,Jackets,Woman,Winter,Wool,Bangladesh,Medium,30940.050000000003
Front of Store,No,Yes,781,Embroidered Suede Penny Loafers Khaki,59.95,T-shirts,Man,Autumn,Polyester,India,High,46820.950000000004
End-cap,Yes,Yes,1391,Belted Cotton Jacket Taupe,50.0,Jackets,Woman,Autumn,Cotton,China,Medium,69550.0
Aisle,No,No,849,Basic Knit Sweater Charcoal,25.99,Jackets,Man,Autumn,Wool Blend,Spain,Medium,22065.51
End-cap,No,No,872,Pocket Jacket Stone,44.95,Jackets,Man,Winter,Wool,Morocco,Medium,39196.4
Aisle,No,No,967,Oversized Knit Sweater With Piping Brown,32.0,Shoes,Woman,Winter,Wool,Bangladesh,Medium,30944.0
Aisle,Yes,Yes,1448,Utility Pocket Denim Jacket Ivory,16.99,Shoes,Woman,Spring,Linen,Bangladesh,Low,24601.519999999997
Aisle,No,No,892,High-Waist Textured Sweater White,24.99,Jackets,Man,Winter,Wool,Spain,Low,22291.079999999998
Front of Store,No,No,869,Double-Breasted Alpaca Blend Open Knit Sweater Navy,49.99,Sweaters,Woman,Winter,Wool,Morocco,Medium,43441.310000000005
Front of Store,No,No,942,Double-Breasted Padded Corduroy Overshirt Grey,66.95,Sweaters,Woman,Winter,Cotton,Vietnam,High,63066.9
End-cap,Yes,Yes,1509,Double-Breasted Pocket Jacket Sky Blue,16.99,Jackets,Man,Spring,Cotton,Vietnam,Low,25637.909999999996
Aisle,Yes,Yes,1583,Stretch Straight Suit Jacket Ecru,23.0,Jackets,Woman,Autumn,Acrylic,Bangladesh,Low,36409.0
Aisle,Yes,Yes,1524,Cropped Mock Neck Wool And Silk Blend Knit Top Beige,44.99,Jeans,Woman,Winter,Wool Blend,Turkey,Medium,68564.76000000001
Front of Store,Yes,No,1435,Textured Textured Jacket Sky Blue,41.99,Sweaters,Woman,Autumn,Viscose,Bangladesh,Medium,60255.65
Front of Store,Yes,No,1299,Ribbed Retro Running Sneakers Beige,30.95,Jackets,Woman,Spring,Cotton,Turkey,Medium,40204.049999999996
End-cap,Yes,No,1408,Tailored Striped Textured Overshirt,29.0,Jackets,Woman,Spring,Linen Blend,Bangladesh,Medium,40832.0
Aisle,No,No,876,Utility Faux Suede Patch Jacket Grey,35.99,Jackets,Woman,Autumn,Acrylic,China,Medium,31527.24
Aisle,Yes,No,1352,Oversized High Collar Knit Sweater Ivory,17.95,Jackets,Man,Autumn,Wool Blend,Bangladesh,Low,24268.399999999998
Aisle,No,No,848,Technical Jacket With Pockets Sand,25.95,Jackets,Man,Autumn,Polyester,China,Medium,22005.6
End-cap,No,Yes,881,Tailored Denim Bomber Jacket Taupe,49.95,Jackets,Woman,Spring,Denim,Morocco,Medium,44005.950000000004
End-cap,No,No,859,Utility Basic Slim Fit T-Shirt Khaki,78.99,Jackets,Woman,Summer,Linen,China,Premium,67852.40999999999
End-cap,Yes,No,1513,Wool Blend Felt Texture Jacket Olive,33.99,Jackets,Woman,Winter,Wool,China,Medium,51426.87
Front of Store,Yes,No,1091,Satin Wool And Cashmere Blend Rib Sweater Khaki,39.99,Jeans,Man,Autumn,Wool,India,Medium,43629.090000000004
End-cap,No,No,963,Textured Pleated Wide Fit Jeans Taupe,24.95,Jackets,Man,Winter,Wool Blend,Turkey,Low,24026.85
Front of Store,Yes,Yes,1502,Knit Baggy Belted Jeans Sky Blue,37.95,Jackets,Woman,Winter,Wool,Bangladesh,Medium,57000.9
Front of Store,No,No,1072,Moc-Toe Suede Boots Brown,50.99,Sweaters,Woman,Summer,Linen Blend,India,High,54661.28
Front of Store,Yes,Yes,1343,Knit Asymmetric Cropped Knit Sweater Burgundy,24.99,Shoes,Man,Summer,Cotton,Bangladesh,Low,33561.57
Aisle,No,No,935,Zippered Jacket Navy,29.95,Sweaters,Woman,Autumn,Polyester,India,Medium,28003.25
End-cap,No,No,897,Stretch Wool And Cashmere Blend Rib Sweater Grey,64.95,Shoes,Woman,Winter,Wool Blend,Spain,High,58260.15
Front of Store,No,Yes,896,Contrasting Patches Hooded Jacket Navy,55.99,Jackets,Man,Summer,Cotton,Turkey,High,50167.04
Front of Store,No,Yes,696,Utility Acid Wash Denim Jacket Burgundy,79.99,Sweaters,Man,Autumn,Wool Blend,China,Premium,55673.03999999999
Aisle,No,Yes,1006,Relaxed Structured Twill Overshirt,44.99,T-shirts,Woman,Winter,Polyester,China,Medium,45259.94
Aisle,Yes,Yes,1422,Embroidered Baggy Fit Jeans Limited Edition Ecru,26.95,Jackets,Woman,Autumn,Wool Blend,Brazil,Medium,38322.9
Aisle,Yes,Yes,1336,Textured Fleece Bomber Jacket Navy,53.95,Jackets,Man,Summer,Cotton,Portugal,High,72077.2
Aisle,No,No,950,Utility Knit Sweater With Pearls Brown,74.95,Shoes,Woman,Winter,Wool,Bangladesh,High,71202.5
Front of Store,Yes,Yes,1657,Linen Lightweight Bomber Jacket Beige,21.99,Jackets,Man,Summer,Linen,Morocco,Low,36437.43
Front of Store,Yes,Yes,1352,Regular Adherent Stripes Sneakers Olive,32.95,Shoes,Man,Spring,Viscose,Cambodia,Medium,44548.4
Front of Store,Yes,No,922,Structured Retro Sneakers Navy,80.95,Jackets,Man,Autumn,Cotton,Spain,Premium,74635.90000000001
End-cap,No,Yes,799,Tailored Stretch Suit Jacket Ivory,79.99,Jackets,Woman,Autumn,Cotton,Portugal,Premium,63912.009999999995
Aisle,Yes,Yes,1144,Belted Overshirt Black,38.0,Jackets,Man,Autumn,Cotton,Morocco,Medium,43472.0
Aisle,No,No,816,Regular Fleece Overshirt Navy,45.0,T-shirts,Woman,Autumn,Wool,Turkey,Medium,36720.0
End-cap,Yes,Yes,1401,Pleated Fleece Bomber Jacket Taupe,25.99,T-shirts,Man,Winter,Wool,Bangladesh,Medium,36411.99
Front of Store,Yes,No,1304,Relaxed Strap Sandals Black,34.95,Jackets,Man,Summer,Polyester,China,Medium,45574.8
Aisle,No,Yes,839,Knit Adherent Stripes Sneakers Sand,52.99,Jackets,Man,Winter,Wool,Turkey,High,44458.61
Aisle,No,No,713,Tailored Basic Foil Knit Sweater,99.99,Jackets,Man,Autumn,Acrylic,China,Premium,71292.87
Front of Store,Yes,Yes,1239,High-Waist Wool And Cashmere Blend Rib Sweater Burgundy,37.99,Jackets,Woman,Spring,Linen Blend,Portugal,Medium,47069.61
Front of Store,Yes,No,1346,Quilted Abstract Jacquard Sweater Navy,32.99,Jackets,Man,Winter,Polyester,Cambodia,Medium,44404.54
Aisle,No,Yes,865,Tailored Printed Cropped Fit Shirt Limited Edition Ivory,54.99,Sweaters,Woman,Summer,Linen,Portugal,High,47566.35
Aisle,Yes,Yes,1459,Pleated Striped Textured Overshirt Charcoal,20.99,Jackets,Woman,Autumn,Wool Blend,Vietnam,Low,30624.409999999996
End-cap,Yes,No,1441,Belted Printed Denim Overshirt Taupe,50.99,Jackets,Woman,Autumn,Wool Blend,Spain,High,73476.59
Aisle,No,Yes,850,Tailored 100% Feather Fill Puffer Jacket Sand,28.95,Shoes,Man,Winter,Wool,India,Medium,24607.5
End-cap,No,Yes,826,Double-Breasted Woven Leather Slides Stone,59.95,Jackets,Woman,Autumn,Polyester,India,High,49518.700000000004
Aisle,No,No,743,Linen Colorblock Knit Crop Sweater Ivory,35.95,Jackets,Man,Spring,Linen Blend,Spain,Medium,26710.850000000002
End-cap,No,No,1085,Abstract Print T-Shirt,32.99,Jackets,Woman,Summer,Linen,Turkey,Medium,35794.15
Front of Store,Yes,No,1211,Textured Denim Jacket Limited Edition Khaki #3,22.99,Sweaters,Man,Autumn,Denim,Vietnam,Low,27840.89
Front of Store,No,No,752,Utility Knit Open Back Pearly Sweater,35.95,Jeans,Man,Autumn,Wool Blend,Bangladesh,Medium,27034.4
Aisle,Yes,Yes,1359,Regular Hooded Knit Cardigan Stone,23.99,Shoes,Woman,Autumn,Wool Blend,China,Low,32602.409999999996
Front of Store,No,Yes,847,Regular Acid Wash Denim Jacket Olive,25.95,Jackets,Woman,Spring,Denim,Cambodia,Medium,21979.649999999998
Aisle,No,No,1109,Oversized Chunky Sole High Top Sneakers Burgundy,28.0,Jackets,Woman,Winter,Polyester,Bangladesh,Medium,31052.0
End-cap,No,No,861,Double-Breasted Suede Sneakers White,17.99,Jackets,Man,Summer,Linen Blend,Portugal,Low,15489.39
Aisle,Yes,No,1446,Pleated Houndstooth Suit Jacket Beige,34.99,Sweaters,Man,Summer,Cotton,Pakistan,Medium,50595.54
Aisle,No,No,912,Double-Breasted Knit Sweater With Buttons Taupe,17.95,Jackets,Man,Winter,Wool Blend,Spain,Low,16370.4
Front of Store,Yes,Yes,1475,High-Waist Embroidered Forest Jacket Khaki,15.0,Jackets,Woman,Autumn,Wool Blend,Turkey,Low,22125.0
End-cap,Yes,Yes,1427,Washed Technical Jacket Navy,31.95,Jackets,Woman,Autumn,Cotton,Pakistan,Medium,45592.65
Aisle,Yes,Yes,1260,Striped Textured Overshirt Charcoal,25.95,T-shirts,Man,Autumn,Wool,Brazil,Medium,32697.0
End-cap,No,No,965,Multi-Pieced Retro Sneakers Black,53.99,Sweaters,Woman,Winter,Polyester,Morocco,High,52100.35
Aisle,Yes,Yes,1430,Cotton Jacket Navy,40.99,Jeans,Woman,Spring,Cotton,Turkey,Medium,58615.700000000004
End-cap,No,Yes,832,Textured Washed Effect Bomber Jacket Stone,59.99,Jeans,Woman,Autumn,Viscose,Cambodia,High,49911.68
Aisle,No,No,856,Ribbed Wool And Cashmere Blend Rib Sweater,55.95,Sweaters,Woman,Winter,Wool Blend,Bangladesh,High,47893.200000000004
Aisle,Yes,Yes,1386,Utility Ripped Straight Fit Jeans Khaki,17.99,Sweaters,Man,Winter,Cotton,India,Low,24934.14
End-cap,No,No,913,Satin Slim Fit Suit Jacket Olive,22.99,Jackets,Woman,Autumn,Satin,Cambodia,Low,20989.87
Aisle,No,No,867,Ribbed Fleece Overshirt Brown,19.99,Jackets,Woman,Autumn,Polyester,Turkey,Low,17331.329999999998
End-cap,Yes,No,1875,Belted Quilted Structured Overshirt Brown,28.0,Sweaters,Woman,Winter,Wool Blend,Morocco,Medium,52500.0
End-cap,No,No,986,Tailored Wool Blend Felt Texture Jacket Taupe,27.95,Jackets,Woman,Winter,Wool,Vietnam,Medium,27558.7
End-cap,No,No,977,Double-Breasted Bouclé Textured Jacket Khaki,22.99,Jackets,Woman,Winter,Wool,China,Low,22461.23
Aisle,Yes,Yes,1630,High-Waist Retro Running Sneakers Stone,22.99,Jackets,Woman,Winter,Wool Blend,Bangladesh,Low,37473.7
Aisle,No,No,906,Basic Heavyweight T-Shirt Charcoal,29.99,Jackets,Woman,Spring,Linen,Vietnam,Medium,27170.94
Front of Store,No,No,1001,High-Waist Abstract Print Knit T-Shirt Grey,35.95,Sweaters,Woman,Spring,Cotton,Vietnam,Medium,35985.950000000004
End-cap,No,No,809,Double-Breasted Textured Sweater White,59.99,T-shirts,Woman,Autumn,Acrylic,India,High,48531.91
Aisle,No,No,971,Tailored Contrast Interior Sweater Taupe,33.95,Shoes,Woman,Winter,Wool Blend,Bangladesh,Medium,32965.450000000004
Front of Store,Yes,No,1336,Cropped Retro Running Sneakers Khaki,44.99,Jackets,Woman,Summer,Linen,Turkey,Medium,60106.64
End-cap,No,Yes,826,100% Linen Overshirt White,42.99,T-shirts,Woman,Summer,Cotton,Morocco,Medium,35509.740000000005
End-cap,No,No,1030,Knit Zipper Multipiece Sneakers Brown,21.99,Jackets,Woman,Winter,Wool,Bangladesh,Low,22649.699999999997
Aisle,No,Yes,937,Bomber Jacket Navy,29.95,T-shirts,Woman,Spring,Polyester,China,Medium,28063.149999999998
End-cap,No,Yes,984,Double-Breasted Textured Sweater Khaki,85.99,Sweaters,Woman,Winter,Wool Blend,Vietnam,Premium,84614.15999999999
Front of Store,Yes,Yes,1244,High-Waist Cotton Overshirt Sand,60.99,Jackets,Woman,Spring,Linen,China,High,75871.56
End-cap,Yes,No,1177,Utility Bomber Jacket Black,51.99,Jackets,Woman,Autumn,Acrylic,Morocco,High,61192.23
Aisle,Yes,Yes,1357,Acid Wash Denim Jacket Charcoal,35.95,Sweaters,Man,Spring,Cotton,Bangladesh,Medium,48784.15
Front of Store,No,No,635,Embroidered Cotton Jacket,79.95,Sweaters,Man,Autumn,Polyester,Turkey,Premium,50768.25
Aisle,No,No,994,Structured Padded Denim Jacket Sky Blue,29.99,T-shirts,Woman,Autumn,Denim,Spain,Medium,29810.059999999998
Front of Store,No,No,920,High-Waist Pleated Wide Fit Jeans Black,32.95,Sweaters,Woman,Winter,Cotton,China,Medium,30314.000000000004
End-cap,Yes,Yes,1784,Satin Lightweight Puffer Jacket Taupe,22.95,Jackets,Woman,Winter,Polyester,Cambodia,Low,40942.799999999996
Front of Store,Yes,Yes,1189,Lightweight Puffer Jacket Taupe,48.99,Jackets,Woman,Autumn,Wool Blend,Pakistan,Medium,58249.11
Aisle,No,No,835,Faux Suede Patch Jacket Grey,69.99,Jackets,Woman,Spring,Polyester,China,High,58441.649999999994
Aisle,No,No,912,Pleated Oversized Cropped Jacket Limited Edition White,35.0,Jackets,Woman,Spring,Viscose,Spain,Medium,31920.0
Front of Store,No,No,1117,Regular Cotton Jacket,22.99,Shoes,Woman,Winter,Polyester,Morocco,Low,25679.829999999998
End-cap,No,Yes,805,Ribbed Overshirt Taupe,29.99,Jeans,Man,Spring,Cotton,Turkey,Medium,24141.949999999997
End-cap,No,No,930,Linen Faux Leather Jacket White,33.99,T-shirts,Woman,Summer,Cotton,Portugal,Medium,31610.7
End-cap,No,Yes,778,Faux Suede Overshirt,75.99,Shoes,Woman,Winter,Acrylic,China,Premium,59120.219999999994
End-cap,No,No,974,Embroidered Waxed Effect Plaid Jacket Olive,15.95,T-shirts,Woman,Spring,Wool Blend,Bangladesh,Low,15535.3
Front of Store,No,Yes,825,Boxy Fit Denim Jacket Burgundy,89.95,Jackets,Woman,Spring,Denim,Bangladesh,Premium,74208.75
Front of Store,No,No,812,Relaxed Suede High-Tops Brown,15.0,T-shirts,Man,Spring,Cotton,Portugal,Low,12180.0
End-cap,No,No,855,Embroidered Printed Denim Overshirt Navy,29.95,Sweaters,Woman,Autumn,Denim,Morocco,Medium,25607.25
End-cap,Yes,Yes,1334,Embroidered Wool Blend Felt Texture Jacket Sand,17.99,Shoes,Man,Spring,Linen,China,Low,23998.659999999996
End-cap,Yes,Yes,1177,Patch Bomber Jacket Sand,51.99,Sweaters,Man,Autumn,Polyester,India,High,61192.23
Aisle,No,Yes,955,Oversized Textured Sweater,37.95,Jackets,Woman,Winter,Wool,Turkey,Medium,36242.25
Aisle,No,No,1138,Utility Basic Medium Weight T-Shirt Black,28.99,Jackets,Woman,Summer,Linen Blend,Spain,Medium,32990.619999999995
End-cap,No,Yes,807,Pleated Washed Effect Bomber Jacket,39.95,Sweaters,Woman,Spring,Linen,Spain,Medium,32239.65
